,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
1411,3,4,378128,22,0,3,4,17,4,2,1,2,0,12,4,1,4890,827107,7999,0,7
1412,3,4,747631,24,1,3,4,17,4,2,1,3,0,12,4,1,6404,868918,9725,0,9
1413,3,4,543475,20,0,3,4,17,4,2,1,1,0,12,4,2,7009,819543,12849,0,6
1414,3,4,231828,13,1,3,4,17,4,2,1,3,0,12,4,2,4917,700449,9076,0,6
1415,3,4,112603,18,0,3,4,17,4,2,1,2,0,12,4,3,9783,749186,17093,0,6
1416,3,4,652373,24,1,3,4,17,4,2,1,2,0,12,4,2,6755,807838,17146,0,9
1417,3,4,583342,14,0,3,4,17,4,2,1,1,0,12,4,1,7177,919803,9885,0,6
1418,3,4,660258,21,1,3,4,17,4,2,1,2,0,12,4,3,3908,712518,19314,0,8
1421,3,4,212791,23,0,3,4,17,4,2,1,2,0,12,4,1,9404,1426885,15305,0,6
1422,3,4,691079,17,1,3,4,17,4,2,1,3,0,12,4,1,8326,1049402,10662,0,7
1423,3,4,436407,10,0,3,4,17,4,2,1,3,0,12,4,3,5590,1264472,14979,0,7
1424,3,4,406197,23,1,3,4,17,4,2,1,3,0,12,4,2,7794,512816,18644,0,7
1426,3,4,190252,15,1,3,4,17,4,2,1,3,0,12,4,3,9354,962681,12792,0,6
1427,3,4,695145,21,0,3,4,17,4,2,1,2,0,12,4,2,7422,853186,13518,0,8
1428,3,4,408299,16,1,3,4,17,4,2,1,1,0,12,4,3,12261,1082358,19008,0,6
1429,3,4,435052,13,0,3,4,17,4,2,1,2,0,12,4,2,8754,486528,12782,0,9
1431,3,4,757638,14,0,3,4,17,4,2,1,1,0,12,4,2,6723,1035895,17533,0,6
1434,3,4,453382,13,1,3,4,17,4,2,1,2,0,12,4,1,12340,990920,12736,0,9
1435,3,4,447248,21,0,3,4,17,4,2,1,2,0,12,4,2,6458,611847,12249,0,9
1436,3,4,378050,13,1,3,4,17,4,2,1,3,0,12,4,1,10369,680224,14659,0,6
1439,3,4,716865,24,0,3,4,17,4,2,1,1,0,12,4,1,8849,1012782,17654,0,9
1440,3,4,709469,18,1,3,4,17,4,2,1,2,0,12,4,3,11144,1314618,19283,0,9
1441,3,4,277078,19,0,3,4,17,4,2,1,3,0,12,4,3,4927,1287403,19907,0,7
1442,3,4,375457,19,1,3,4,17,4,2,1,2,0,12,4,1,5187,844223,14529,0,6
1443,3,4,754298,20,0,3,4,17,4,2,1,2,0,12,4,3,11848,893962,8324,0,8
1444,3,4,689333,23,1,3,4,17,4,2,1,1,0,12,4,2,10294,726743,13512,0,7
1445,3,4,702807,14,0,3,4,17,4,2,1,2,0,12,4,1,5202,948656,12420,0,9
1446,3,4,283034,13,1,3,4,17,4,2,1,3,0,12,4,3,4097,776787,11446,0,6
1447,3,4,767788,15,0,3,4,17,4,2,1,2,0,12,4,1,9499,1214974,19544,0,6
1448,3,4,150182,22,1,3,4,17,4,2,1,3,0,12,4,1,5490,783200,17109,0,6
1449,3,4,434134,15,0,3,4,17,4,2,1,1,0,12,4,1,11193,643883,8603,0,8
1450,3,4,107627,20,1,3,4,17,4,2,1,1,0,12,4,2,8365,634893,12765,0,8
1451,3,4,513917,20,0,3,4,17,4,2,1,1,0,12,4,2,6687,609135,9145,0,6
1453,3,4,653849,12,0,3,4,17,4,2,1,3,0,12,4,3,3591,645280,18956,0,6
1454,3,4,226114,11,1,3,4,17,4,2,1,3,0,12,4,3,8246,1257450,18763,0,6
1455,3,4,396399,23,0,3,4,17,4,2,1,1,0,12,4,3,7984,1288946,13904,0,8
1456,3,4,567434,15,1,3,4,17,4,2,1,2,0,12,4,1,6896,1182897,10648,0,8
1458,3,4,503491,24,1,3,4,17,4,2,1,3,0,12,4,3,4609,969615,15686,0,8
1460,3,4,491441,14,1,3,4,17,4,2,1,2,0,12,4,1,11241,1111210,14049,0,8
1461,3,4,391620,21,0,3,4,17,4,2,1,1,0,12,4,2,12217,583512,13952,0,8
1462,3,4,519261,22,1,3,4,17,4,2,1,2,0,12,4,3,11096,925153,15421,0,6
1463,3,4,625710,24,0,3,4,17,4,2,1,2,0,12,4,1,9333,857382,14480,0,6
1464,3,4,206590,22,1,3,4,17,4,2,1,3,0,12,4,2,5644,454533,12470,0,7
1466,3,4,545375,19,1,3,4,17,4,2,1,2,0,12,4,2,9248,821453,15253,0,7
1467,3,4,647360,10,0,3,4,17,4,2,1,3,0,12,4,3,5224,900521,18605,0,8
1468,3,4,386909,13,1,3,4,17,4,2,1,2,0,12,4,3,12026,511497,18976,0,6
1469,3,4,492516,21,0,3,4,17,4,2,1,2,0,12,4,2,11667,1409473,16292,0,6
1470,3,4,680909,12,1,3,4,17,4,2,1,2,0,12,4,1,10118,1017340,10579,0,8
1471,3,4,732241,17,0,3,4,17,4,2,1,3,0,12,4,2,8973,1137067,15644,0,9
1472,3,4,302146,17,1,3,4,17,4,2,1,1,0,12,4,1,6848,882969,16773,0,7
1473,3,4,764439,17,0,3,4,17,4,2,1,1,0,12,4,2,6841,1193430,9623,0,9
1474,3,4,224034,12,1,3,4,17,4,2,1,1,0,12,4,1,4292,1381992,14355,0,9
1475,3,4,798969,10,0,3,4,17,4,2,1,1,0,12,4,3,6286,458843,15936,0,6
1477,3,4,721212,14,0,3,4,17,4,2,1,2,0,12,4,3,5797,805711,9043,0,8
1478,3,4,178056,15,1,3,4,17,4,2,1,2,0,12,4,1,5663,524738,9239,0,6
1479,3,4,707877,20,0,3,4,17,4,2,1,2,0,12,4,1,7413,863895,17194,0,6
1481,3,4,667788,17,0,3,4,17,4,2,1,2,0,12,4,1,6257,905040,19609,0,8
1483,3,4,536349,17,0,3,4,17,4,2,1,1,0,12,4,1,10552,726006,13274,0,8
1484,3,4,124059,17,1,3,4,17,4,2,1,3,0,12,4,2,11460,713498,7685,0,9
1489,3,4,772288,15,0,3,4,17,4,2,1,2,0,12,4,1,4223,1217439,15415,0,7
1490,3,4,316058,11,1,3,4,17,4,2,1,1,0,12,4,2,8313,1102177,15878,0,8
1494,3,4,668329,11,1,3,4,17,4,2,1,1,0,12,4,2,6090,1225079,10231,0,9
1496,3,4,421768,15,1,3,4,17,4,2,1,3,0,12,4,1,5521,561862,12839,0,7
1497,3,4,298580,22,0,3,4,17,4,2,1,2,0,12,4,1,9576,815077,8415,0,6
1498,3,4,290798,12,1,3,4,17,4,2,1,1,0,12,4,1,10581,1120015,16694,0,8
1500,6,1,349482,15,1,4,5,17,3,2,1,1,0,10,4,3,7996,1030554,18471,0,8
1501,6,1,376305,23,0,4,5,17,3,2,1,1,0,10,4,3,5118,1168387,18734,0,7
1502,6,1,168070,13,1,4,5,17,3,2,1,3,0,10,4,2,11812,1090406,10382,0,6
1503,6,1,567414,20,0,4,5,17,3,2,1,3,0,10,4,1,12392,951224,8399,0,9
1504,6,1,307498,17,1,4,5,17,3,2,1,2,0,10,4,3,5040,574125,14857,0,8
1506,6,1,410909,22,1,4,5,17,3,2,1,3,0,10,4,2,9180,504356,16324,0,6
1508,6,1,767770,20,1,4,5,17,3,2,1,1,0,10,4,3,8976,1054953,11149,0,9
1510,6,1,608992,22,1,4,5,17,3,2,1,3,0,10,4,1,6072,448953,12350,0,6
1511,6,1,295035,12,0,4,5,17,3,2,1,3,0,10,4,3,11172,420239,15876,0,7
1513,6,1,186155,16,0,4,5,17,3,2,1,2,0,10,4,1,10296,612566,18733,0,6
1515,6,1,160791,22,0,4,5,17,3,2,1,1,0,10,4,1,7665,867737,9679,0,6
1516,6,1,506613,21,1,4,5,17,3,2,1,3,0,10,4,2,4951,449561,8872,0,9
1517,6,1,241889,14,0,4,5,17,3,2,1,1,0,10,4,1,10717,755076,10520,0,8
1518,6,1,632586,14,1,4,5,17,3,2,1,2,0,10,4,3,5457,714901,9129,0,8
1519,6,1,184059,10,0,4,5,17,3,2,1,1,0,10,4,1,6947,925950,8938,0,7
1520,6,1,567738,20,1,4,5,17,3,2,1,1,0,10,4,1,9104,1228167,18186,0,9
1521,6,1,375970,22,0,4,5,17,3,2,1,3,0,10,4,2,8245,949969,18295,0,8
1525,6,1,311142,14,0,4,5,17,3,2,1,3,0,10,4,3,5787,837728,11062,0,9
1526,6,1,792580,14,1,4,5,17,3,2,1,2,0,10,4,3,11598,1325609,7681,0,9
1527,6,1,102686,10,0,4,5,17,3,2,1,2,0,10,4,1,10652,705549,12168,0,8
1529,6,1,258633,19,0,4,5,17,3,2,1,1,0,10,4,2,10424,945396,17710,0,8
1531,6,1,790300,17,0,4,5,17,3,2,1,3,0,10,4,1,4099,1144335,9766,0,9
1535,6,1,602072,14,0,4,5,17,3,2,1,2,0,10,4,2,10612,851207,18078,0,8
1536,6,1,364959,10,1,4,5,17,3,2,1,3,0,10,4,3,5486,714873,17170,0,9
1537,6,1,582981,23,0,4,5,17,3,2,1,1,0,10,4,1,9580,1057583,11314,0,7
1538,6,1,214312,19,1,4,5,17,3,2,1,1,0,10,4,1,6989,1020372,19408,0,9
1539,6,1,609285,13,0,4,5,17,3,2,1,1,0,10,4,3,9523,894750,16325,0,7
1540,6,1,362176,24,1,4,5,17,3,2,1,1,0,10,4,2,8274,1408205,11202,0,7
1541,6,1,743646,15,0,4,5,17,3,2,1,3,0,10,4,1,7802,594745,8675,0,9
1542,6,1,596191,22,1,4,5,17,3,2,1,2,0,10,4,2,10142,1140355,7786,0,7
1543,6,1,360995,11,0,4,5,17,3,2,1,2,0,10,4,3,10244,1029434,17294,0,6
1544,6,1,528574,23,1,4,5,17,3,2,1,2,0,10,4,2,10224,921744,11255,0,7
1545,6,1,713450,18,0,4,5,17,3,2,1,1,0,10,4,3,8924,782134,12518,0,8
1546,6,1,123549,21,1,4,5,17,3,2,1,2,0,10,4,2,8985,1103582,12920,0,7
1549,6,1,756672,21,0,4,5,17,3,2,1,3,0,10,4,3,5748,998514,13621,0,9
1551,6,1,429203,14,0,4,5,17,3,2,1,1,0,10,4,1,7261,928676,8492,0,6
1552,6,1,742216,24,1,4,5,17,3,2,1,3,0,10,4,2,3715,929266,18551,0,7
1553,6,1,142194,19,0,4,5,17,3,2,1,1,0,10,4,1,5503,820837,16715,0,9
1554,6,1,572640,20,1,4,5,17,3,2,1,2,0,10,4,1,7318,969344,14300,0,8
1555,6,1,546595,12,0,4,5,17,3,2,1,2,0,10,4,1,12239,1449153,7948,0,6
1556,6,1,205318,23,1,4,5,17,3,2,1,2,0,10,4,2,10432,832328,12690,0,7
1557,6,1,144906,22,0,4,5,17,3,2,1,3,0,10,4,3,3598,1370312,14151,0,7
1558,6,1,123726,16,1,4,5,17,3,2,1,3,0,10,4,1,8778,1167017,10655,0,8
1559,6,1,627124,24,0,4,5,17,3,2,1,3,0,10,4,2,6488,567734,17812,0,7
1560,6,1,333797,10,1,4,5,17,3,2,1,1,0,10,4,2,5723,1199446,10343,0,7
1563,6,1,310781,23,0,4,5,17,3,2,1,3,0,10,4,1,7804,569089,7608,0,7
1564,6,1,249707,18,1,4,5,17,3,2,1,2,0,10,4,3,5148,1207506,18742,0,7
1565,6,1,318537,15,0,4,5,17,3,2,1,2,0,10,4,3,3754,1123946,16255,0,8
1569,6,1,323778,16,0,4,5,17,3,2,1,3,0,10,4,1,7599,1198466,9131,0,7
1571,6,1,437907,10,0,4,5,17,3,2,1,1,0,10,4,3,11765,1427324,14435,0,6
1572,6,1,619415,23,1,4,5,17,3,2,1,2,0,10,4,2,3771,1299749,10816,0,7
1573,6,1,399751,13,0,4,5,17,3,2,1,2,0,10,4,2,4417,553866,16280,0,6
1574,6,1,630214,11,1,4,5,17,3,2,1,1,0,10,4,2,6212,777644,18681,0,6
1575,6,1,727564,16,0,4,5,17,3,2,1,1,0,10,4,1,3840,782080,16891,0,9
1577,6,1,503569,11,0,4,5,17,3,2,1,3,0,10,4,2,10582,1096812,14101,0,7
1578,6,1,733704,21,1,4,5,17,3,2,1,1,0,10,4,3,3674,823258,15836,0,7
1579,6,1,751145,13,0,4,5,17,3,2,1,2,0,10,4,3,7840,1363806,12576,0,8
1580,6,1,718914,23,1,4,5,17,3,2,1,1,0,10,4,3,10055,723908,11371,0,8
1581,6,1,144213,21,0,4,5,17,3,2,1,3,0,10,4,3,5587,897388,19578,0,7
1582,6,1,466636,17,1,4,5,17,3,2,1,2,0,10,4,1,7440,656544,11623,0,7
1583,6,1,719237,13,0,4,5,17,3,2,1,3,0,10,4,1,10110,700322,10638,0,6
1584,6,1,610596,16,1,4,5,17,3,2,1,1,0,10,4,3,5396,1089566,12428,0,6
1585,6,1,762695,12,0,4,5,17,3,2,1,2,0,10,4,2,7425,855952,8334,0,8
1588,6,1,545011,12,1,4,5,17,3,2,1,1,0,10,4,3,4974,1443956,12863,0,6
1589,6,1,268514,15,0,4,5,17,3,2,1,1,0,10,4,3,9497,517367,19736,0,6
1590,6,1,359871,23,1,4,5,17,3,2,1,3,0,10,4,3,5666,1029599,14125,0,9
1591,6,1,586955,15,0,4,5,17,3,2,1,2,0,10,4,2,12432,1101168,17245,0,6
1593,6,1,547482,14,0,4,5,17,3,2,1,2,0,10,4,3,8927,1179338,11648,0,7
1597,6,1,788179,19,0,4,5,17,3,2,1,1,0,10,4,1,6564,933860,16228,0,9
1598,6,1,711715,24,1,4,5,17,3,2,1,2,0,10,4,3,3769,951692,11956,0,7
1599,6,1,126012,17,0,4,5,17,3,2,1,2,0,10,4,1,6352,1378490,13631,0,9
1600,4,2,627698,12,1,4,5,18,3,2,1,3,0,10,4,2,4594,612666,14478,0,8
1601,4,2,631702,19,0,4,5,18,3,2,1,3,0,10,4,1,3764,834191,12477,0,8
1602,4,2,473458,22,1,4,5,18,3,2,1,3,0,10,4,2,7654,572317,8878,0,8
1603,4,2,144721,15,0,4,5,18,3,2,1,1,0,10,4,3,5262,957151,10655,0,9
1604,4,2,375124,14,1,4,5,18,3,2,1,2,0,10,4,1,7902,774270,10236,0,6
1605,4,2,674780,22,0,4,5,18,3,2,1,3,0,10,4,2,4643,426039,15716,0,6
1606,4,2,430490,22,1,4,5,18,3,2,1,1,0,10,4,1,9240,927092,10823,0,8
1607,4,2,671995,19,0,4,5,18,3,2,1,3,0,10,4,3,5826,1098644,9920,0,8
1608,4,2,603097,15,1,4,5,18,3,2,1,3,0,10,4,1,3653,605357,11758,0,9
1609,4,2,620729,24,0,4,5,18,3,2,1,1,0,10,4,3,8750,728251,7538,0,8
1610,4,2,490780,13,1,4,5,18,3,2,1,2,0,10,4,2,8755,1345450,14662,0,9
1611,4,2,400844,24,0,4,5,18,3,2,1,1,0,10,4,2,7159,1239563,11362,0,9
1612,4,2,754936,21,1,4,5,18,3,2,1,3,0,10,4,1,7613,1136788,19542,0,8
1613,4,2,777168,13,0,4,5,18,3,2,1,3,0,10,4,2,7150,919111,8826,0,9
1615,4,2,101797,11,0,4,5,18,3,2,1,2,0,10,4,1,5605,501665,15570,0,7
1616,4,2,292248,15,1,4,5,18,3,2,1,3,0,10,4,1,7527,860021,8022,0,6
1617,4,2,308451,14,0,4,5,18,3,2,1,3,0,10,4,1,6178,955633,11407,0,7
1618,4,2,185022,15,1,4,5,18,3,2,1,1,0,10,4,2,9697,752140,19798,0,8
1619,4,2,738761,23,0,4,5,18,3,2,1,1,0,10,4,3,10342,1371534,16695,0,9
1620,4,2,630671,16,1,4,5,18,3,2,1,3,3,10,4,1,10426,1396191,9407,0,8
1621,4,2,308709,23,0,4,5,18,3,2,1,1,3,10,4,3,4487,601706,12546,0,8
1623,4,2,545973,22,0,4,5,18,3,2,1,3,3,10,4,3,8847,1092532,14832,0,9
1624,4,2,497913,10,1,4,5,18,3,2,1,3,3,10,4,2,9640,1192944,14156,0,8
1625,4,2,450793,10,0,4,5,18,3,2,1,2,3,10,4,2,12363,1392036,16464,0,9
1626,4,2,382135,17,1,4,5,18,3,2,1,3,3,10,4,2,8777,1043804,19134,0,8
1627,4,2,380697,21,0,4,5,18,3,2,1,1,3,10,4,1,6064,798495,13401,0,8
1628,4,2,498131,17,1,4,5,18,3,2,1,2,3,10,4,1,6412,1175229,7908,0,9
1629,4,2,727583,17,0,4,5,18,3,2,1,3,3,10,4,3,5310,664516,15459,0,8
1630,4,2,116663,12,1,4,5,18,3,2,1,3,3,10,4,2,10901,423528,9376,0,8
1631,4,2,191583,15,0,4,5,18,3,2,1,3,3,10,4,1,7887,912623,17452,0,7
1632,4,2,237443,24,1,4,5,18,3,2,1,2,3,10,4,3,11355,433268,13294,0,9
1634,4,2,569838,22,1,4,5,18,3,2,1,1,3,10,4,2,4500,438485,11683,0,9
1635,4,2,445162,12,0,4,5,18,3,2,1,1,3,10,4,2,4663,979050,12274,0,7
1636,4,2,171155,16,1,4,5,18,3,2,1,1,3,10,4,1,12528,649097,16803,0,9
1637,4,2,203849,15,0,4,5,18,3,2,1,1,3,10,4,1,4961,1430472,18463,0,9
1639,4,2,263757,10,0,4,5,18,3,2,1,1,3,10,4,2,9134,1013781,18100,0,6
1640,4,2,489359,18,1,4,5,18,3,2,1,2,3,10,0,3,7212,1350174,9024,0,7
1641,4,2,305111,24,0,4,5,18,3,2,1,2,3,10,0,2,5678,1254325,19067,0,9
1642,4,2,694633,18,1,4,5,18,3,2,1,2,3,10,0,2,7502,1374906,8773,0,9
1643,4,2,530798,24,0,4,5,18,3,2,1,2,3,10,0,3,4386,691534,18752,0,7
1644,4,2,416800,14,1,4,5,18,3,2,1,3,3,10,0,1,4087,1075607,17126,0,6
1647,4,2,746963,21,0,4,5,18,3,2,1,1,3,10,0,3,10903,891591,8966,0,9
1648,4,2,200212,18,1,4,5,18,3,2,1,1,3,10,0,2,4583,1311842,17665,0,6
1649,4,2,550511,23,0,4,5,18,3,2,1,3,3,10,0,2,11990,1246286,17247,0,6
1650,4,2,710327,11,1,4,5,18,3,2,1,1,3,10,0,3,6917,966667,10692,0,9
1651,4,2,700175,19,0,4,5,18,3,2,1,3,3,10,0,2,4600,709260,16531,0,9
1652,4,2,424989,17,1,4,5,18,3,2,1,1,3,10,0,2,6039,867252,18484,0,9
1654,4,2,207576,16,1,4,5,18,3,2,1,3,3,10,0,1,9845,1270794,17802,0,6
1655,4,2,245567,20,0,4,5,18,3,2,1,2,3,10,0,1,9192,495465,8399,0,8
1656,4,2,165262,18,1,4,5,18,3,2,1,2,3,10,0,2,11481,1091952,18113,0,9
1657,4,2,713036,10,0,4,5,18,3,2,1,1,3,10,0,1,4511,1416247,12128,0,7
1658,4,2,530082,16,1,4,5,18,3,2,1,3,3,10,0,3,5082,1287851,17486,0,9
1660,4,2,648114,16,1,4,5,18,3,2,1,2,3,10,0,1,8966,916449,15681,0,6
1661,4,2,138449,23,0,4,5,18,3,2,1,2,3,10,0,1,10940,550917,11226,0,8
1663,4,2,369351,12,0,4,5,18,3,2,1,3,3,10,0,3,9428,815026,18579,0,6
1664,4,2,588423,22,1,4,5,18,3,2,1,3,3,10,0,3,10219,879200,16009,0,7
1667,4,2,287757,12,0,4,5,18,3,2,1,2,3,10,0,3,7010,630019,16382,0,7
1668,4,2,263498,14,1,4,5,18,3,2,1,2,3,10,0,1,9876,807104,13120,0,6
1669,4,2,380348,16,0,4,5,18,3,2,1,3,3,10,0,3,7081,643098,18354,0,7
1670,4,2,642667,17,1,4,5,18,3,2,1,2,3,10,0,2,9421,549307,8513,0,8
1671,4,2,540330,16,0,4,5,18,3,2,1,2,3,10,0,1,10359,648219,16466,0,8
1672,4,2,154749,22,1,4,5,18,3,2,1,1,3,10,0,2,5470,575231,11016,0,9
1673,4,2,495121,11,0,4,5,18,3,2,1,1,3,10,0,3,10494,1062374,14087,0,9
1674,4,2,111214,17,1,4,5,18,3,2,1,3,3,10,0,3,11212,951379,18675,0,9
1676,4,2,619084,19,1,4,5,18,3,2,1,1,3,10,0,3,11838,1266911,10925,0,8
1680,4,2,611937,13,1,4,5,18,3,2,1,1,3,10,0,2,6214,738443,11007,0,8
1681,4,2,563864,18,0,4,5,18,3,2,1,3,3,10,0,1,9335,445813,12117,0,6
1682,4,2,478877,18,1,4,5,18,3,2,1,1,3,10,0,2,9929,1357104,9508,0,9
1683,4,2,404309,10,0,4,5,18,3,2,1,1,3,10,0,1,5207,871424,15433,0,8
1685,4,2,237451,20,0,4,5,18,3,2,1,1,3,10,0,3,10618,441265,14615,0,6
1687,4,2,595350,15,0,4,5,18,3,2,1,3,3,10,0,2,9452,667864,8588,0,8
1688,4,2,270767,17,1,4,5,18,3,2,1,2,3,10,0,2,10978,685491,19160,0,6
1689,4,2,471383,17,0,4,5,18,3,2,1,2,3,10,0,2,8067,442869,13722,0,6
1690,4,2,648987,20,1,4,5,18,3,2,1,3,3,10,0,1,8354,1118941,13394,0,8
1691,4,2,213700,10,0,4,5,18,3,2,1,1,3,10,0,1,5777,956794,11525,0,8
1692,4,2,166743,12,1,4,5,18,3,2,1,3,3,10,0,3,5746,1378956,12141,0,6
1693,4,2,597521,22,0,4,5,18,3,2,1,2,3,10,0,1,5279,634009,18909,0,6
1694,4,2,617793,18,1,4,5,18,3,2,1,2,3,10,0,2,5236,780633,15873,0,9
1695,4,2,708162,12,0,4,5,18,3,2,1,1,3,10,0,3,4836,578003,9474,0,6
1696,4,2,294123,14,1,4,5,18,3,2,1,1,3,10,0,2,7306,1058514,11388,0,6
1697,4,2,190806,22,0,4,5,18,3,2,1,3,3,10,0,3,9698,839481,12755,0,7
1698,4,2,476841,24,1,4,5,18,3,2,1,1,3,10,0,3,12306,1078432,13234,0,9
1699,4,2,227519,15,0,4,5,18,3,2,1,3,3,10,0,2,11886,730833,9052,0,6
1700,7,2,602507,17,1,4,5,18,3,2,1,1,3,13,0,2,8649,920909,17260,0,7
1702,7,2,652055,14,1,4,5,18,3,2,1,2,3,13,0,3,7707,911686,17332,0,8
1703,7,2,775480,14,0,4,5,18,3,2,1,1,3,13,0,1,6450,919062,14184,0,6
1704,7,2,790242,12,1,4,5,18,3,2,1,1,3,13,0,2,10741,1001105,12833,0,7
1706,7,2,451093,20,1,4,5,18,3,2,1,1,3,13,0,2,3888,475367,11755,0,8
1709,7,2,609085,19,0,4,5,18,3,2,1,1,3,13,0,2,3828,1060218,18496,0,8
1710,7,2,788765,20,1,4,5,18,3,2,1,1,3,13,0,3,4087,1247741,8639,0,9
1711,7,2,227291,19,0,4,5,18,3,2,1,3,3,13,0,2,6601,896457,9530,0,8
1712,7,2,633482,23,1,4,5,18,3,2,1,2,3,13,0,3,6765,1293744,12258,0,7
1713,7,2,332577,15,0,4,5,18,3,2,1,3,3,13,0,3,8514,664467,7923,0,6
1714,7,2,518066,12,1,4,5,18,3,2,1,2,3,13,0,3,6160,873214,9895,0,8
1716,7,2,441615,24,1,4,5,18,3,2,1,1,3,13,0,2,5561,996278,12177,0,6
1717,7,2,439955,24,0,4,5,18,3,2,1,1,3,13,0,2,5331,1339998,8988,0,7
1718,7,2,580002,17,1,4,5,18,3,2,1,2,3,13,0,1,8497,1277283,12940,0,8
1719,7,2,583608,10,0,4,5,18,3,2,1,2,3,13,0,1,4173,1329562,9336,0,9
1720,7,2,585004,17,1,4,5,18,3,2,1,2,3,13,2,2,5855,515682,13301,0,6
1721,7,2,529587,10,0,4,5,18,3,2,1,3,3,13,2,2,5843,1343490,18554,0,8
1722,7,2,343212,21,1,4,5,18,3,2,1,1,3,13,2,2,4416,718418,15905,0,7
1724,7,2,304050,15,1,4,5,18,3,2,1,3,3,13,2,3,8499,841743,15091,0,7
1725,7,2,263589,21,0,4,5,18,3,2,1,3,3,13,2,2,8214,805815,8290,0,9
1727,7,2,751172,19,0,4,5,18,3,2,1,1,3,13,2,3,10300,1345617,11366,0,9
1728,7,2,357511,17,1,4,5,18,3,2,1,2,3,13,2,3,6550,1095974,7721,0,6
1730,7,2,155599,15,1,4,5,18,3,2,1,2,3,13,2,1,6923,821788,16730,0,7
1731,7,2,154366,16,0,4,5,18,3,2,1,1,3,13,2,2,7971,585958,18129,0,8
1732,7,2,779636,23,1,4,5,18,3,2,1,2,3,13,2,1,12561,783853,19561,0,6
1733,7,2,373854,16,0,4,5,18,3,2,1,3,3,13,2,3,10981,1196407,17005,0,9
1734,7,2,573281,17,1,4,5,18,3,2,1,2,3,13,2,2,6162,1079028,9522,0,7
1735,7,2,500555,15,0,4,5,18,3,2,1,3,3,13,2,3,5158,869317,16008,0,9
1736,7,2,331552,13,1,4,5,18,3,2,1,1,3,13,2,3,6760,950112,13727,0,8
1738,7,2,412552,12,1,4,5,18,3,2,1,3,3,13,2,1,8348,1114026,12729,0,8
1739,7,2,495434,11,0,4,5,18,3,2,1,1,3,13,2,2,8466,964608,14236,0,7
1741,7,2,662466,16,0,4,5,18,3,2,1,3,3,13,2,1,6725,573758,9706,0,6
1742,7,2,399451,24,1,4,5,18,3,2,1,1,3,13,2,1,11736,1117037,15886,0,7
1744,7,2,287722,19,1,4,5,18,3,2,1,1,3,13,2,3,11051,662811,8491,0,6
1746,7,2,477175,24,1,4,5,18,3,2,1,1,3,13,2,1,10352,1147350,10888,0,7
1747,7,2,360568,21,0,4,5,18,3,2,1,1,3,13,2,3,11968,1236325,10813,0,9
1749,7,2,149078,20,0,4,5,18,3,2,1,1,3,13,2,3,8490,1321271,9453,0,8
1750,7,2,485303,11,1,5,6,18,3,2,1,3,3,13,2,2,7720,1442230,13441,0,9
1751,7,2,100194,14,0,5,6,18,3,2,1,3,3,13,2,2,5614,739836,11722,0,6
1752,7,2,441826,22,1,5,6,18,3,2,1,1,3,13,2,2,11746,1430574,10861,0,8
1753,7,2,310724,17,0,5,6,18,3,2,1,3,3,13,2,2,6945,498186,13828,0,8
1755,7,2,460788,11,0,5,6,18,3,2,1,3,3,13,2,1,11634,1077594,16289,0,8
1756,7,2,629558,16,1,5,6,18,3,2,1,3,3,13,2,3,12562,522464,16116,0,7
1757,7,2,399239,24,0,5,6,18,3,2,1,2,3,13,2,3,4902,539284,15848,0,6
1758,7,2,671306,18,1,5,6,18,3,2,1,3,3,13,2,3,6393,1042170,13266,0,8
1759,7,2,442706,12,0,5,6,18,3,2,1,3,3,13,2,2,7950,1291027,17028,0,7
1760,7,2,379666,14,1,5,6,18,3,2,1,3,3,13,2,2,8857,1044220,11497,0,9
1761,7,2,433415,11,0,5,6,18,3,2,1,1,3,13,2,3,6955,539718,19161,0,7
1762,7,2,764299,16,1,5,6,18,3,2,1,3,3,13,2,1,6482,1170819,16097,0,8
1766,7,2,772965,15,1,5,6,18,3,2,1,3,3,13,2,1,3911,1076192,13230,0,7
1767,7,2,614275,21,0,5,6,18,3,2,1,3,3,13,2,3,8107,593526,9209,0,9
1768,7,2,240715,18,1,5,6,18,3,2,1,2,3,13,2,3,10945,707142,12588,0,9
1769,7,2,260107,24,0,5,6,18,3,2,1,2,3,13,2,3,4507,584819,10183,0,6
1770,7,2,324193,12,1,5,6,18,3,2,1,2,3,13,2,1,11714,747208,19448,0,8
1772,7,2,617953,20,1,5,6,18,3,2,1,3,3,13,2,3,3633,614814,16035,0,8
1773,7,2,257764,24,0,5,6,18,3,2,1,2,3,13,2,1,9744,1210206,19574,0,6
1775,7,2,316799,20,0,5,6,18,3,2,1,3,3,13,2,1,6550,1366925,13806,0,8
1776,7,2,711605,14,1,5,6,18,3,2,1,1,3,13,2,3,4587,785763,9370,0,9
1777,7,2,304376,23,0,5,6,18,3,2,1,3,3,13,2,3,4127,779510,13720,0,6
1778,7,2,681968,13,1,5,6,18,3,2,1,2,3,13,2,3,4105,938900,13513,0,9
